ID,indicator,R1,G1,B1,R2,G2,B2,asymetry,border_irregularity,mean_distance
ISIC_0030809,0.14047892767256911,0.5823293172690763,0.3755274261603376,0.31666666666666665,0.6388888888888888,0.4788135593220339,0.42857142857142855,0.013965533490733484,0.028416904098260413,0.07949194628744367
ISIC_0026291,0.20498097910483032,0.6987951807228916,0.4219409282700422,0.4125,0.5198412698412699,0.3093220338983051,0.3067226890756303,0.052632821710279554,0.01118916282183981,0.1784793151321744
ISIC_0064851,0.23468006763104599,0.6144578313253012,0.540084388185654,0.4375,0.4523809523809524,0.3686440677966102,0.28991596638655465,0.005499862084759898,0.04528857603661865,0.3938252627413747
ISIC_0033924,0.1567694047691659,0.6305220883534136,0.459915611814346,0.375,0.5357142857142857,0.3432203389830508,0.27310924369747897,0.032545730590694905,0.03674937319353695,0.08191681271995016
ISIC_0062102,0.09012967766754407,0.7269076305220884,0.5443037974683544,0.5166666666666667,0.7698412698412699,0.6101694915254238,0.5756302521008403,0.15785135130403002,0.01614346379804918,0.31688433886199774
ISIC_0031476,0.005012901739295769,0.6907630522088354,0.6666666666666666,0.6666666666666666,0.5396825396825397,0.4110169491525424,0.35714285714285715,0.04412962199669392,0.04722792091693327,0.1938579215956082
ISIC_0028500,0.11921626923822677,0.6506024096385542,0.4345991561181435,0.35,0.5634920634920635,0.3432203389830508,0.2689075630252101,0.001163311001967161,0.0056757743443711355,0.06748651093777079
ISIC_0064782,0.1850421859100916,0.6024096385542169,0.459915611814346,0.4,0.503968253968254,0.3305084745762712,0.25210084033613445,0.0627985498772097,0.1769288999509348,0.3266892700630989
ISIC_0033007,0.19208882298168584,0.642570281124498,0.3881856540084388,0.37916666666666665,0.5119047619047619,0.2669491525423729,0.2647058823529412,0.031881624960981396,0.013178003469827053,0.12194120977403967
ISIC_0071999,0.17976713815597023,0.8072289156626506,0.5358649789029536,0.5125,0.7380952380952381,0.423728813559322,0.36554621848739494,0.004220950812606168,0.22311204334498733,0.6230426558928496
ISIC_0070009,0.25444449315112083,0.7228915662650602,0.6286919831223629,0.6125,0.48412698412698413,0.4957627118644068,0.5672268907563025,0.08150181167474692,0.06591339669355517,0.1740913138115885
ISIC_0024856,0.3088158026982043,0.7349397590361446,0.33755274261603374,0.325,0.5158730158730159,0.13559322033898305,0.1638655462184874,0.01167282088670277,0.021341355355626607,0.11557890537722829
ISIC_0063573,0.17775310788214102,0.6305220883534136,0.459915611814346,0.39166666666666666,0.5198412698412699,0.3474576271186441,0.27310924369747897,0.06800916545575775,0.05879944511777234,0.29745443416552164
ISIC_0033516,0.013202173276142495,0.8473895582329317,0.8016877637130801,0.8958333333333334,0.5912698412698413,0.559322033898305,0.5546218487394958,0.09190356816601515,0.01149948433356503,0.22120402695162236
ISIC_0071458,0.19604213798140105,0.5903614457831325,0.3333333333333333,0.22083333333333333,0.45634920634920634,0.1906779661016949,0.12184873949579832,0.09539055933312379,0.018937421306787883,0.18175071536935905
ISIC_0060718,0.21649958625269575,0.7429718875502008,0.5907172995780591,0.525,0.6190476190476191,0.4449152542372881,0.3235294117647059,0.24875112170158395,0.22131490110694177,0.34268875857163705
ISIC_0027778,0.1988307665188892,0.8112449799196787,0.39662447257383965,0.37083333333333335,0.6865079365079365,0.23728813559322035,0.23949579831932774,0.03376336369433925,0.02777945609821246,0.06713402621786944
ISIC_0027650,0.09666134538121617,0.7108433734939759,0.47257383966244726,0.5125,0.6746031746031746,0.4067796610169492,0.42436974789915966,1.7470958682388005e-05,0.3093481201009338,0.21361328006579822
ISIC_0029816,0.2048627704708991,0.751004016064257,0.3459915611814346,0.3333333333333333,0.5714285714285714,0.19491525423728814,0.2184873949579832,0.01066546832304799,0.010863590866452453,0.12008461441977746
ISIC_0028917,0.17232771870102487,0.7670682730923695,0.35443037974683544,0.2791666666666667,0.6428571428571429,0.211864406779661,0.1722689075630252,0.03585368271141573,0.019998966912009444,0.09070824917469784
ISIC_0055485,0.09921005519185955,0.8594377510040161,0.7383966244725738,0.65,0.8333333333333334,0.635593220338983,0.5504201680672269,0.010877920707115279,0.049155544080870306,0.14071367578759011
ISIC_0068885,0.5571682199978402,0.678714859437751,0.5907172995780591,0.5291666666666667,0.0,0.0,0.0,0.1273831153314075,0.2242015922439147,0.3223955952408164
ISIC_0024471,0.12530838993938176,0.6345381526104418,0.5485232067510548,0.49166666666666664,0.5674603174603174,0.4661016949152542,0.40336134453781514,2.5826097181019836e-05,0.007655023755179525,0.1083502645599352
ISIC_0033739,0.09568377626804664,0.7068273092369478,0.5316455696202531,0.6375,0.6190476190476191,0.4025423728813559,0.5042016806722689,0.021097258472174925,0.025247556777765173,0.05710522971718025
ISIC_0054492,0.1310726604472794,0.5983935742971888,0.48945147679324896,0.4583333333333333,0.5317460317460317,0.4067796610169492,0.3319327731092437,0.021754150921753816,0.25371199837718345,0.3712647902458879
ISIC_0061213,0.16675478808522606,0.6666666666666666,0.5822784810126582,0.4625,0.5357142857142857,0.4449152542372881,0.3445378151260504,0.8913115847344125,0.3820799997712291,0.30048552585420124
ISIC_0033808,0.20620620926507016,0.6827309236947792,0.4978902953586498,0.55,0.5674603174603174,0.3644067796610169,0.40756302521008403,0.008660265204482844,0.012499076806532285,0.1397921568285707
ISIC_0066384,0.2679761532662272,0.642570281124498,0.5189873417721519,0.475,0.4365079365079365,0.3601694915254237,0.3445378151260504,0.006419465716174792,0.06209963985059706,0.052680865228265615
ISIC_0060877,0.11924252035554184,0.4859437751004016,0.38396624472573837,0.22916666666666666,0.42063492063492064,0.3008474576271186,0.15126050420168066,0.012060694747194131,0.015291759946826978,0.13150480179729396
ISIC_0033562,0.1817248985960974,0.6626506024096386,0.4472573839662447,0.4625,0.5674603174603174,0.326271186440678,0.33613445378151263,0.00029443957522105033,0.040258664687454156,0.1391855706559979
ISIC_0058493,0.29150382342075315,0.6184738955823293,0.459915611814346,0.3875,0.40476190476190477,0.2711864406779661,0.24789915966386555,0.011960951578123281,0.06975857561279683,0.20899383448509468
ISIC_0062765,0.27396770015756694,0.5622489959839357,0.4430379746835443,0.375,0.3888888888888889,0.2542372881355932,0.20588235294117646,0.14541097342896667,0.0653822735499028,0.2945650699489668
ISIC_0054539,0.2618509893818486,0.6706827309236948,0.5822784810126582,0.5375,0.4880952380952381,0.3898305084745763,0.3319327731092437,0.0001224843692869153,0.019777091349903513,0.11640681582776949
ISIC_0029912,0.15937632210249675,0.37349397590361444,0.25738396624472576,0.22083333333333333,0.1626984126984127,0.1228813559322034,0.13865546218487396,0.004256584408765567,0.0038138422314293965,0.06897969005216768
ISIC_0027181,0.010296226541238098,0.6626506024096386,0.6244725738396625,0.6166666666666667,0.6388888888888888,0.576271186440678,0.5504201680672269,0.06421178110621725,0.01607888875914406,0.2134229898872202
ISIC_0029403,0.1491856762458829,0.6907630522088354,0.270042194092827,0.3333333333333333,0.5992063492063492,0.17372881355932204,0.23529411764705882,0.01390126191133572,0.022655077357524346,0.15107314747796258
ISIC_0064503,0.24300513078949781,0.4979919678714859,0.34177215189873417,0.22083333333333333,0.6468253968253969,0.5169491525423728,0.3487394957983193,0.03611497734502398,0.12312873917875712,0.2861491976331339
ISIC_0015986,0.16948650683675268,0.7630522088353414,0.6455696202531646,0.5041666666666667,0.7023809523809523,0.5296610169491526,0.36134453781512604,0.007989574812860396,0.03651863951330138,0.2099716387740268
ISIC_0010235,0.13014377533638882,0.5943775100401606,0.459915611814346,0.4166666666666667,0.5,0.3771186440677966,0.3487394957983193,0.3202939033577378,0.12454060491549757,0.2553734153089457
ISIC_0024585,0.15649872910476936,0.7228915662650602,0.3037974683544304,0.24583333333333332,0.6031746031746031,0.19491525423728814,0.1722689075630252,0.0023827577099306356,0.03001438574775466,0.08202676170751257
ISIC_0065021,0.02279613238370589,0.678714859437751,0.5147679324894515,0.5625,0.5992063492063492,0.3050847457627119,0.31512605042016806,0.00390857611186887,0.07692039327631377,0.14255744518965707
ISIC_0055557,0.18033619733713116,0.4779116465863454,0.3924050632911392,0.2833333333333333,0.3492063492063492,0.2542372881355932,0.18907563025210083,0.017811733923124733,0.022214944276164425,0.12936943408181162
ISIC_0069465,0.13326479271579678,0.8594377510040161,0.5147679324894515,0.6333333333333333,0.7936507936507936,0.3983050847457627,0.5210084033613446,0.12446035907746122,0.16594431533996787,0.15446949059774784
ISIC_0029394,0.20020535390715605,0.6666666666666666,0.4050632911392405,0.2625,0.7261904761904762,0.5423728813559322,0.42857142857142855,0.08240473787152051,0.03792862226956123,0.15286848918964496
ISIC_0024405,0.2032016918116003,0.7349397590361446,0.350210970464135,0.3625,0.6031746031746031,0.21610169491525424,0.23949579831932774,0.004598755746005471,0.014681651934092826,0.038054085470941135
ISIC_0026981,0.1461888333974408,0.8714859437751004,0.6286919831223629,0.6166666666666667,0.7896825396825397,0.5084745762711864,0.47478991596638653,0.0037534830155666727,0.024582226615945932,0.10665511993197387
ISIC_0027106,0.19323516402462798,0.7710843373493976,0.31645569620253167,0.39166666666666666,0.6507936507936508,0.1906779661016949,0.2689075630252101,0.002061350201452911,0.014276758709002347,0.1737615596321576
ISIC_0027864,0.1710631374394391,0.6265060240963856,0.23628691983122363,0.22916666666666666,0.47619047619047616,0.1483050847457627,0.15966386554621848,0.0023189770616915636,0.00656247636123811,0.03894988557892835
ISIC_0032174,0.1387671526272398,0.7831325301204819,0.6624472573839663,0.6416666666666667,0.7023809523809523,0.5720338983050848,0.5504201680672269,0.004071256453221291,0.046254711006156364,0.17242291321302292
ISIC_0056871,0.19422666064032776,0.6465863453815262,0.6075949367088608,0.5083333333333333,0.5238095238095238,0.4703389830508475,0.3949579831932773,0.10731895930988943,0.10603506124411255,0.23105071803241323
ISIC_0066344,0.08689173162498379,0.7630522088353414,0.48945147679324896,0.55,0.7420634920634921,0.423728813559322,0.4789915966386555,0.005980051404653472,0.06713961448515629,0.10780742956776364
ISIC_0054148,0.22047033012834122,0.6224899598393574,0.37130801687763715,0.36666666666666664,0.44841269841269843,0.25,0.25210084033613445,2.163056149452712e-05,0.0029663848236444116,0.011730129866046353
ISIC_0012904,0.10269756178760081,0.7791164658634538,0.6118143459915611,0.5416666666666666,0.8293650793650794,0.7245762711864406,0.6302521008403361,0.008461688496721608,0.008993018605772115,0.18580303397358805
ISIC_0027946,0.09251230610026036,0.9236947791164659,0.510548523206751,0.4583333333333333,0.876984126984127,0.4449152542372881,0.3949579831932773,0.007607378729269646,0.014436874884486736,0.09527218362237162
ISIC_0053739,0.16142031247357047,0.6907630522088354,0.6540084388185654,0.5916666666666667,0.6111111111111112,0.5466101694915254,0.46218487394957986,0.5752226680701888,1.0,0.34385292780398646
ISIC_0033794,0.13235414043829669,0.5783132530120482,0.45147679324894513,0.4166666666666667,0.5158730158730159,0.3644067796610169,0.31932773109243695,0.03825095431189016,0.020698617181030377,0.09899850537937696
ISIC_0015079,0.14625366088498848,0.3534136546184739,0.14345991561181434,0.07083333333333333,0.12301587301587301,0.03389830508474576,0.01680672268907563,0.022818427697650426,0.01899287789164508,0.23238337631422556
ISIC_0056522,0.12040899006859299,0.7991967871485943,0.679324894514768,0.7666666666666667,0.7976190476190477,0.6059322033898306,0.6638655462184874,2.729191831064129e-06,0.01924035370131754,0.20798704381993363
ISIC_0013554,0.11679855245390552,0.3493975903614458,0.189873417721519,0.30833333333333335,0.26587301587301587,0.1228813559322034,0.23949579831932774,0.009061862708132546,0.02210054146402447,0.2562610669068604
ISIC_0069266,0.030379837886692112,0.7590361445783133,0.3037974683544304,0.3458333333333333,0.7936507936507936,0.423728813559322,0.4831932773109244,0.00017806028815998856,0.06661149117562702,0.31382509322048235
ISIC_0032378,0.00043686151826990744,0.7590361445783133,0.6371308016877637,0.6791666666666667,0.5079365079365079,0.3474576271186441,0.35714285714285715,0.016939996325916033,0.09578498451298816,0.1337865372609603
ISIC_0057714,0.0677865215976059,0.7269076305220884,0.5611814345991561,0.39166666666666666,0.503968253968254,0.2669491525423729,0.14705882352941177,0.26920411651764814,0.3412466692171238,0.3756238998730071
ISIC_0033643,0.2161683156230004,0.606425702811245,0.3628691983122363,0.4375,0.503968253968254,0.21610169491525424,0.2773109243697479,0.014668489517479916,0.04568571421822518,0.0773514263256656
ISIC_0031199,0.21775107338177663,0.8232931726907631,0.39662447257383965,0.3875,0.6865079365079365,0.2457627118644068,0.2605042016806723,0.05249194613897282,0.020820029662240995,0.12342707736158141
ISIC_0067815,0.04889926281026216,0.642570281124498,0.4050632911392405,0.42083333333333334,0.6547619047619048,0.4449152542372881,0.47478991596638653,0.00015899916966064513,0.043889384207479426,0.19781614506678538
ISIC_0033187,0.1510209661447984,0.5662650602409639,0.3080168776371308,0.2708333333333333,0.4722222222222222,0.2033898305084746,0.18067226890756302,0.0009527923802811745,0.005576040703274934,0.05191591388078858
ISIC_0031320,0.11472687135159831,0.7871485943775101,0.3881856540084388,0.4,0.7341269841269841,0.3050847457627119,0.31932773109243695,0.015124395324822118,0.02249896732476805,0.07994284428921014
ISIC_0057625,0.17660939552489208,0.5140562248995983,0.46835443037974683,0.4041666666666667,0.4246031746031746,0.3559322033898305,0.2689075630252101,0.02071253620892776,0.029976742633539905,0.13858936973324018
ISIC_0033621,0.006579918364381107,0.7188755020080321,0.6540084388185654,0.6625,0.5595238095238095,0.3644067796610169,0.31092436974789917,0.006307773311362095,0.015909772962316708,0.13577113940253596
ISIC_0059689,0.06332116075831876,0.6345381526104418,0.5443037974683544,0.5,0.3968253968253968,0.3050847457627119,0.25630252100840334,0.08540182133961073,0.047899997744072276,0.5615683847582869
ISIC_0031588,0.07367842954004987,0.9357429718875502,0.6244725738396625,0.6583333333333333,0.9563492063492064,0.6779661016949152,0.7184873949579832,0.06123823263924857,0.19181389852621608,0.4424442815764057
ISIC_0030875,0.11613234868581643,0.9116465863453815,0.5274261603375527,0.4125,0.8531746031746031,0.4406779661016949,0.3277310924369748,0.054512547084128726,0.02026896021568368,0.13458804482794542
ISIC_0030122,0.19753853556101858,0.6385542168674698,0.3881856540084388,0.3625,0.5,0.2245762711864407,0.19747899159663865,0.01723339776557123,0.02976021363135832,0.07938541491173487
ISIC_0064129,0.0750235731404749,0.6184738955823293,0.21940928270042195,0.24583333333333332,0.6547619047619048,0.3177966101694915,0.33613445378151263,0.10999429733508669,0.0760022951440357,0.3681941931023956
ISIC_0053926,0.08927865440698286,0.751004016064257,0.679324894514768,0.775,0.8134920634920635,0.8347457627118644,0.9033613445378151,0.15522640362537515,0.23718953656165243,0.17421269596022235
ISIC_0065089,0.38069981835838335,0.9799196787148594,1.0,1.0,0.6785714285714286,0.7415254237288136,0.865546218487395,0.0004137397346249657,0.0828552828464872,0.0954158028377039
ISIC_0000372,0.22851616732853838,0.9839357429718876,0.6666666666666666,0.5083333333333333,0.9246031746031746,0.5084745762711864,0.3067226890756303,0.0475843346760987,0.048713601915835444,0.1017202371799081
ISIC_0062098,0.1845802468620777,0.7309236947791165,0.6244725738396625,0.5458333333333333,0.6349206349206349,0.5127118644067796,0.39915966386554624,0.0012289739199156347,0.05949941226264509,0.30961957943869717
ISIC_0033826,0.23158892468391154,0.6385542168674698,0.35443037974683544,0.44166666666666665,0.503968253968254,0.19915254237288135,0.28991596638655465,0.02281145422873616,0.03496534351357406,0.0835028372224311
ISIC_0072018,0.10507569440485459,0.6666666666666666,0.6497890295358649,0.5833333333333334,0.6984126984126984,0.7161016949152542,0.6764705882352942,0.014492156268621824,0.1473994353635308,0.3154769150412054
ISIC_0065810,0.23940150588556972,0.46586345381526106,0.29957805907172996,0.25,0.25793650793650796,0.1440677966101695,0.14285714285714285,0.03743854950509274,0.018003666911039898,0.09281866641564268
ISIC_0073195,0.15417428629466162,0.6907630522088354,0.5949367088607594,0.5791666666666667,0.6468253968253969,0.5,0.44537815126050423,0.1675511769844454,0.09566085827753698,0.1811100106451034
ISIC_0056102,0.28707958218824237,0.3534136546184739,0.41350210970464135,0.45,0.17857142857142858,0.22033898305084745,0.24789915966386555,0.020594425219384805,0.03153833699655272,0.5028479369751372
ISIC_0056514,0.05458248984803642,0.5020080321285141,0.5274261603375527,0.5083333333333333,0.5119047619047619,0.559322033898305,0.5630252100840336,0.026800508268765563,0.01419964642620592,0.45389484450395884
ISIC_0014559,0.1540433597183795,0.6104417670682731,0.4388185654008439,0.4083333333333333,0.49206349206349204,0.3389830508474576,0.3319327731092437,0.005190237786643085,0.20888738678987065,0.14268717245899493
ISIC_0028628,0.1345218147605145,0.7269076305220884,0.6033755274261603,0.5875,0.6150793650793651,0.4576271186440678,0.4495798319327731,0.009756468659908658,0.06398577312070625,0.12781044923201798
ISIC_0063163,0.1897192615638382,0.6746987951807228,0.5780590717299579,0.5208333333333334,0.5674603174603174,0.461864406779661,0.3865546218487395,0.13495370890344593,0.0932237579634998,0.33067167447276835
ISIC_0068907,0.11528648449748069,0.7108433734939759,0.46835443037974683,0.5208333333333334,0.6428571428571429,0.3813559322033898,0.42857142857142855,0.38106647505779423,0.1715442557782665,0.3451802855503263
ISIC_0024310,0.25085971335795043,0.6947791164658634,0.3881856540084388,0.32083333333333336,0.48412698412698413,0.23728813559322035,0.226890756302521,0.002973383701597747,0.04883317380094175,0.07715407843192254
ISIC_0029260,0.18149663569546381,0.6104417670682731,0.4050632911392405,0.38333333333333336,0.6904761904761905,0.5423728813559322,0.542016806722689,1.445883250816943e-05,0.029196860648378543,0.16468800863586963
ISIC_0033335,0.007953958390034358,0.6867469879518072,0.569620253164557,0.6166666666666667,0.48412698412698413,0.23728813559322035,0.226890756302521,0.022735063542834992,0.008793858249472706,0.21320627057073196
ISIC_0058049,0.1892149534553828,0.5502008032128514,0.3291139240506329,0.21666666666666667,0.4166666666666667,0.1864406779661017,0.13865546218487396,0.016148547981106067,0.023666913830728838,0.1202520426640278
ISIC_0034297,0.14947331645145148,0.46586345381526106,0.32489451476793246,0.30416666666666664,0.31746031746031744,0.19915254237288135,0.20588235294117646,0.003918274714253905,0.01096987583206458,0.06821450522687848
ISIC_0028202,0.14413492846282108,0.5823293172690763,0.3628691983122363,0.3,0.4642857142857143,0.2669491525423729,0.23949579831932774,0.009956956394352416,0.01593083458262408,0.12890606768185403
ISIC_0033566,0.26080070826175317,0.6345381526104418,0.4219409282700422,0.38333333333333336,0.503968253968254,0.25,0.19327731092436976,0.012149039311920323,0.013699132767194856,0.10932977788978113
ISIC_0057669,0.14625583755296245,0.6947791164658634,0.5654008438818565,0.43333333333333335,0.6071428571428571,0.423728813559322,0.3025210084033613,0.180834370702811,0.03916289482279534,0.22123110760587164
ISIC_0063842,0.38071652578576304,0.5060240963855421,0.4050632911392405,0.375,0.24206349206349206,0.16101694915254236,0.14705882352941177,0.0014312605793104728,0.031057058669859406,0.2575510161801778
ISIC_0014766,0.22120237819623426,0.5622489959839357,0.4177215189873418,0.36666666666666664,0.42063492063492064,0.2838983050847458,0.21428571428571427,0.041837942549834056,0.0456048674472321,0.21852477572390633
ISIC_0028319,0.18459558754211666,0.8554216867469879,0.4936708860759494,0.49583333333333335,0.7579365079365079,0.3474576271186441,0.3739495798319328,0.03337411175762828,0.03552888715744435,0.1733024250331105
ISIC_0064778,0.13766373708649327,0.8152610441767069,0.6329113924050633,0.575,0.7619047619047619,0.5423728813559322,0.46218487394957986,0.0004988485510535383,0.031464690728429744,0.35718308090227113
ISIC_0062590,0.6635681162378342,0.5582329317269076,0.4978902953586498,0.45,0.0,0.0,0.0,0.00035572905469659095,0.02086411834733382,0.41731860912185603
ISIC_0015220,0.14783985311898296,0.8955823293172691,0.540084388185654,0.5083333333333333,0.9642857142857143,0.6440677966101694,0.6176470588235294,0.09373345324143123,0.1412134518727736,0.46810422686437203
ISIC_0060668,0.15755873192112396,0.6305220883534136,0.5147679324894515,0.45,0.5555555555555556,0.4152542372881356,0.3277310924369748,0.0808708597524587,0.15441204757429966,0.2727813579584633
ISIC_0064667,0.12941687071788885,0.7670682730923695,0.7805907172995781,0.7416666666666667,0.8373015873015873,0.8940677966101694,0.8823529411764706,0.5303264838246015,0.05166497141188863,0.4601191622753414
ISIC_0031501,0.2621155585112708,0.41365461847389556,0.31645569620253167,0.3625,0.25396825396825395,0.1652542372881356,0.17647058823529413,0.001845169939026788,0.007807588467401457,0.052897124995900165
ISIC_0015944,0.07484541604938724,0.5742971887550201,0.4472573839662447,0.425,0.5873015873015873,0.5042372881355932,0.48739495798319327,0.002990082651348709,0.03315523133273905,0.11992916629566917
ISIC_0069837,0.1417858984725631,0.5823293172690763,0.48523206751054854,0.32083333333333336,0.4642857142857143,0.3474576271186441,0.226890756302521,0.10411899168689585,0.028379943806911057,0.23565565858794899
ISIC_0027536,0.20819123817167773,0.5582329317269076,0.31645569620253167,0.3333333333333333,0.6666666666666666,0.4576271186440678,0.47478991596638653,0.0010518784003209591,0.01960513158052493,0.0012462281901014977
ISIC_0070798,0.0023607881118913464,0.678714859437751,0.6582278481012658,0.5291666666666667,0.6190476190476191,0.5169491525423728,0.3739495798319328,0.015212615966840868,0.002613930228487604,0.39819627497551396
ISIC_0008879,0.06856435842230066,0.9879518072289156,0.48523206751054854,0.3875,1.0,0.5338983050847458,0.44537815126050423,0.09970965347731092,0.013877092294916534,0.6550531382477081
ISIC_0031153,0.13944089175911206,0.8192771084337349,0.3881856540084388,0.35,0.7341269841269841,0.2838983050847458,0.27310924369747897,0.08082469455871699,0.03405858216033168,0.10993293323911031
ISIC_0056757,0.21602217008900376,0.678714859437751,0.5864978902953587,0.4666666666666667,0.5873015873015873,0.4533898305084746,0.29411764705882354,0.014934278102453666,0.046280422042674,0.14253102262818948
ISIC_0066211,0.19822003655924533,0.6465863453815262,0.5485232067510548,0.44166666666666665,0.5595238095238095,0.4152542372881356,0.29411764705882354,0.21638377831271244,0.05592711565030713,0.36519224854561877
ISIC_0065615,0.21610295574039043,0.751004016064257,0.620253164556962,0.5041666666666667,0.6785714285714286,0.4745762711864407,0.3319327731092437,0.030411398007845935,0.174293080557042,0.5329131482341689
ISIC_0014132,0.08528380771568854,0.7028112449799196,0.4810126582278481,0.475,0.6666666666666666,0.4279661016949153,0.39915966386554624,0.0002686296007425752,0.007891308131240952,0.27048867729030535
ISIC_0028350,0.09921905770347496,0.8674698795180723,0.6540084388185654,0.6541666666666667,0.8174603174603174,0.6059322033898306,0.5714285714285714,0.004406397249515073,0.07835849947145435,0.3567730317966917
ISIC_0059923,0.19845731213705758,0.5020080321285141,0.4050632911392405,0.2708333333333333,0.39285714285714285,0.2584745762711864,0.14285714285714285,0.015780354542045242,0.043221350469865694,0.1624136610517462
ISIC_0068560,0.18460344686308727,0.6867469879518072,0.540084388185654,0.4041666666666667,0.5952380952380952,0.4110169491525424,0.27310924369747897,0.03367981457409456,0.021904661299946664,0.2600292077591209
ISIC_0067648,0.1815423355040862,0.6385542168674698,0.5738396624472574,0.475,0.5238095238095238,0.4364406779661017,0.35714285714285715,0.016475751156281727,0.023595869756667102,0.17908602561627615
ISIC_0066320,0.24521268503634705,0.4859437751004016,0.379746835443038,0.26666666666666666,0.3253968253968254,0.2076271186440678,0.13865546218487396,0.010385875950667398,0.021067594235484592,0.08945559808813622
ISIC_0029132,0.20649545267681144,0.8353413654618473,0.35864978902953587,0.3625,0.7063492063492064,0.21610169491525424,0.23949579831932774,0.013597549707781353,0.02639400232875084,0.12405300429058994
ISIC_0063754,0.07751859202333983,0.6104417670682731,0.6118143459915611,0.6,0.6507936507936508,0.6567796610169492,0.6638655462184874,0.00086841051861809,0.028813001933156727,0.367841527922304
ISIC_0033006,0.11412867458522967,0.2891566265060241,0.09282700421940929,0.1125,0.1746031746031746,0.0423728813559322,0.07142857142857142,0.00114695687077912,0.03253279672363687,0.06998232328441134
ISIC_0024665,0.29853527479986375,0.7951807228915663,0.5654008438818565,0.5625,0.6428571428571429,0.3559322033898305,0.3445378151260504,0.012223614728485441,0.03735917670329884,0.07228182147374933
ISIC_0029221,0.15204378896775642,0.7590361445783133,0.5485232067510548,0.4791666666666667,0.6746031746031746,0.4364406779661017,0.35294117647058826,0.09216527163085246,0.1002066828998571,0.10128146922378385
